song identifier	 likelihood_art	 likelihood_pop	 likelihood_tradition	 likely_type	 was_art	 was_pop	 was_tradition	 was_type	
cache/2002.Coldplay.A Rush of Blood to the Head.The Scientist.wav	0.138280034	0.82607621	0.035643745	1	0	1	0	1	
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.JoyAngels We Have Heard on High.wav	0.117511667	0.852931261	0.029557079	1	0	1	0	2	
cache/2006.Three Days Grace.One-X.Get Out Alive.wav	0.068469673	0.861578166	0.069952145	1	0	1	0	1	
cache/2016.Tall Heights.Man of Stone.Flash Boom.wav	0.166581541	0.760645092	0.072773352	1	0	1	0	2	
cache/2016.Von Sell.NOON  187.I Insist.wav	0.061936621	0.882220864	0.055842508	1	0	1	0	1	
cache/2012.Pentatonix.PTX vol 1.Somebody That I Used to Know.wav	0.017599748	0.953021228	0.029379021	1	0	1	0	1	
cache/2001.Bond.Born.Oceanic.wav	0.067415528	0.852086246	0.080498248	1	0	1	0	1	
"cache/2015.Interpol.Spotify Sessions.On ""Anywhere"".wav"	0.078313433	0.866330087	0.055356503	1	0	1	0	1	
cache/2007.Enrique Iglesias.Insomniac.DÃ_melo.wav	0.123015121	0.804193676	0.072791234	1	0	1	0	2	
cache/2014.Tunturia.Halls Of Sky.Dark Summer Dawn.wav	0.156641454	0.662552655	0.180805922	1	0	1	0	1	
cache/2001.Daft Punk.Discovery.Short Circuit.wav	0.074812427	0.859885037	0.065302528	1	0	1	0	1	
cache/2014.Sam Smith.In The Lonely Hour (Deluxe Version).Reminds Me of You.wav	0.139198735	0.672337711	0.188463584	1	0	1	0	1	
cache/2009.Super Mash Bros..All About The Scrilions.Bruce Willis Was Dead The Whole Time.wav	0.025282523	0.943001449	0.031716052	1	0	1	0	1	
cache/2016.Blue October.Home.Coal Makes Diamonds.wav	0.060016349	0.806802511	0.13318114	1	0	1	0	1	
cache/2014.Totorro.Home Alone.Eric Colson.wav	0.080341876	0.718574286	0.201083854	1	0	1	0	1	
"cache/2016.UB40.Labour of Love.Red, Red Wine.wav"	0.151965708	0.701704204	0.146330059	1	0	1	0	1	
cache/2015.Amber Run.5AM (Deluxe) WEB.Kites.wav	0.072411932	0.840056419	0.087531663	1	0	1	0	1	
cache/2014.The World is a Beautiful Place & I am No Longer Afraid to Die.Between Bodies.If And When I Die.wav	0.111005247	0.745017052	0.143977717	1	0	1	0	1	
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).Heart Beats Slow.wav	0.067838594	0.866680741	0.065480635	1	0	1	0	1	
cache/2006.Blue October.Foiled.Into the Ocean.wav	0.038012862	0.912684619	0.049302503	1	0	1	0	1	
cache/2015.Marina and The Diamonds.FROOT.Froot.wav	0.07055825	0.851246357	0.078195401	1	0	1	0	1	
cache/2016.Blondfire.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Oxygen.wav	0.107803039	0.680052221	0.212144747	1	0	1	0	1	
cache/2004.Breaking Benjamin.We Are Not Alone.Breakdown.wav	0.069360748	0.908396244	0.022243014	1	0	1	0	1	
cache/2015.Vitamin String Quartet.VSQ Performs the Hits of 2014 Vol. 3.Habits (Stay High) [String Quartet Tribute to Tove Lo].wav	0.038296863	0.943635702	0.018067442	1	0	1	0	1	
cache/2015.Of Monsters And Men.Beneath The Skin.Backyard.wav	0.055393107	0.889010668	0.055596214	1	0	1	0	1	
cache/2014.The Neighbourhood.#000000 & #Ffffff.To.wav	0.024499614	0.95111531	0.024385057	1	0	1	0	1	
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).The Son of Flynn.wav	0.104350142	0.844456613	0.051193219	1	0	1	0	0	
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).The Arsenal.wav	0.161787301	0.768778026	0.069434665	1	0	1	0	0	
"cache/2014.The Decemberists.What a Terrible World, What a Beautiful World.Better Not Wake the Baby.wav"	0.077777117	0.882217467	0.040005412	1	0	1	0	1	
cache/2014.Haerts.Haerts.Wings.wav	0.16836828	0.71193099	0.119700707	1	0	1	0	1	
cache/2014.Banda do Mar.Banda do Mar.Faz Tempo.wav	0.089900598	0.847836316	0.062263101	1	0	1	0	1	
cache/2015.Derrival.Departure & Arrival.Shoes Grow Smaller.wav	0.064173974	0.883319855	0.052506167	1	0	1	0	1	
cache/2003.Linkin Park.Live in Texas Disc 1.P5hng Me A*wy.wav	0.194066301	0.75989908	0.046034615	1	0	1	0	1	
"cache/2014.Ludwig van Beethoven.MUSC233 Exam 2.String Quartet in C-sharp Minor, Op. 131: First movement, Adagio ma non troppo e molto espressivo.wav"	0.055270307	0.874256909	0.070472799	1	0	1	0	0	
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).District 8 Hospital.wav	0.047028661	0.909491003	0.043480311	1	0	1	0	0	
cache/2013.Imagine Dragons.unknown.Radioactive (vs. Marina and the Diamonds).wav	0.064682692	0.895448625	0.039868657	1	0	1	0	1	
cache/2014.The Who.Who's Next (Deluxe Edition).Too Much of Anything (Live).wav	0.124339268	0.770395935	0.10526482	1	0	1	0	1	
cache/2013.AviciiAloe Blacc.True.Wake Me Up.wav	0.118843183	0.703601837	0.17755498	1	0	1	0	1	
cache/2009.Super Mash Bros..All About The Scrilions.Boom Boom Pau.wav	0.047542568	0.930008709	0.022448735	1	0	1	0	1	
cache/2009.Super Mash Bros..All About The Scrilions.@LaurenConrad Get Us On The Hills!.wav	0.060613886	0.844523251	0.094862856	1	0	1	0	1	
cache/1992.Little River Band.All-Time Greatest Hits.Help Is on the Way.wav	0.048801746	0.917628229	0.033570036	1	0	1	0	1	
cache/1989.Jimmy Buffett.Off to See the Lizard.The Pascagoula Run.wav	0.052404888	0.838816583	0.108778551	1	0	1	0	1	
cache/2016.P!nk.Funhouse.So What (Explicit).wav	0.031838972	0.923629105	0.044531915	1	0	1	0	1	
cache/2015.Hinkstep.My Forest Queen.SnÃ¶.wav	0.188407123	0.645373821	0.166219085	1	0	1	0	0	
cache/2005.Coldplay.X&Y.Square One.wav	0.130477607	0.767311394	0.102211006	1	0	1	0	1	
cache/2014.The Best Pessimist.Flowers Blossom In The Space.Flowers Say It All.wav	0.141613394	0.778513312	0.079873286	1	0	1	0	1	
cache/2014.Milky Chance.Sadnecessary.Becoming.wav	0.049748909	0.913362086	0.036888994	1	0	1	0	1	
cache/2008.Kid Rock.Rock N Roll Jesus.All Summer Long.wav	0.132226482	0.813839912	0.053933579	1	0	1	0	1	
cache/2016.Lane 8.Rise (Remixed).Loving You feat. Lulu James (Moon Boots Remix).wav	0.048372746	0.885734797	0.06589248	1	0	1	0	1	
cache/2015.Great States.Great States.Arcadia.wav	0.041551031	0.87982291	0.078626052	1	0	1	0	1	
cache/2014.Engineers.Always Returning.Innsbruck.wav	0.275453895	0.634948671	0.089597441	1	0	1	0	1	
cache/2002.Coldplay.A Rush of Blood to the Head.Daylight.wav	0.091906421	0.872178853	0.03591473	1	0	1	0	1	
cache/2016.Randy Meisner.One More Song.Hearts on Fire.wav	0.035775665	0.940873921	0.023350399	1	0	1	0	1	
cache/2015.Breaking Benjamin.Dark Before Dawn.Ashes of Eden.wav	0.120609865	0.822984338	0.056405805	1	0	1	0	1	
cache/2002.Death Cab For Cutie.You Can Play These Songs With Chords.Hindsight.wav	0.038895007	0.854338884	0.10676609	1	0	1	0	1	
cache/2006.Daniel Powter.Daniel Powter.Bad Day.wav	0.183284074	0.611234903	0.205481023	1	0	1	0	1	
cache/2004.Jay-ZLinkin Park.Collision Course.Big Pimpin'Papercut.wav	0.077784523	0.836745501	0.085469954	1	0	1	0	1	
cache/2014.CHVRCHES.Under the Tide.Recover [KDA Remix].wav	0.135899037	0.736696839	0.127404124	1	0	1	0	1	
cache/2013.Avicii.True.Hey Brother.wav	0.062764794	0.859837949	0.077397272	1	0	1	0	1	
cache/2007.Linkin Park.Minutes to Midnight.Leave out All the Rest.wav	0.066200159	0.908160865	0.025638962	1	0	1	0	1	
cache/2015.IAMX.Metanoia.North Star (X Edit).wav	0.077988654	0.87230444	0.04970691	1	0	1	0	1	
cache/2015.Amber Run.5AM (Deluxe) WEB.Noah.wav	0.023165435	0.967141867	0.009692678	1	0	1	0	1	
cache/2016.Jack Garratt.NOON  178.Fire.wav	0.055322103	0.837011874	0.107666031	1	0	1	0	1	
cache/2016.Lane 8.NOON  174.Midnight.wav	0.097944863	0.85177207	0.050283067	1	0	1	0	0	
cache/2014.We Were Promised Jetpacks.Unravelling.I Keep It Composed.wav	0.027635865	0.866569042	0.1057951	1	0	1	0	1	
cache/2014.MONO.The Last Dawn.Elysian Castles.wav	0.08442203	0.852914929	0.062663056	1	0	1	0	1	
cache/2015.Brian Tyler.Avengers: Age of Ultron.The Vault.wav	0.078849003	0.817350388	0.103800595	1	0	1	0	0	
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.Island in the Sun.wav	0.063502043	0.897440255	0.039057728	1	0	1	0	1	
cache/1994.The Cranberries.No Need to Argue.Zombie.wav	0.12041495	0.810898304	0.068686776	1	0	1	0	1	
cache/2003.Madonna.unknown.Hollywood [Radio Edit].wav	0.042111505	0.930439651	0.027448822	1	0	1	0	1	
cache/2014.Lower Than Atlantis.Lower Than Atlantis (Deluxe).Ain't No Friend.wav	0.045552205	0.91288358	0.041564234	1	0	1	0	1	
cache/2014.Pomplamoose.Season 2.Video Killed the Radio Star.wav	0.04929731	0.888216913	0.062485788	1	0	1	0	1	
cache/2012.Owl City.The Midsummer Station.Bombshell Blonde.wav	0.078077249	0.84256953	0.079353236	1	0	1	0	1	
cache/2009.Skillet.Awake (Deluxe).Lucy.wav	0.11629156	0.804054976	0.079653479	1	0	1	0	1	
cache/2003.Snow Patrol.Final Straw.Grazed Knees.wav	0.151871368	0.792282879	0.055845745	1	0	1	0	1	
cache/2003.Muse.Absolution.Ruled by Secrecy.wav	0.162921324	0.767235279	0.069843419	1	0	1	0	1	
cache/2003.Evanescence.Fallen.Going Under.wav	0.043259863	0.913332343	0.043407772	1	0	1	0	1	
cache/2003.Muse.Absolution.Sing for Absolution.wav	0.145565107	0.727277458	0.127157465	1	0	1	0	1	
cache/2015.Nils Frahm.Screws Reworked.You (Bug Lover Rework).wav	0.243999451	0.663350105	0.092650428	1	0	1	0	1	
cache/1989.Pat Benatar.Best Shots.Hit Me With Your Best Shot.wav	0.200695485	0.579618812	0.219685718	1	0	1	0	1	
"cache/2014.Coldplay.Ghost Stories Live 2014.Magic (Live At the Enmore Theatre, Sydney).wav"	0.112470709	0.838167071	0.049362238	1	0	1	0	1	
cache/2016.Sleeping At Last.Atlas: Senses.Hearing.wav	0.0547834	0.881645918	0.063570708	1	0	1	0	1	
cache/2016.FLAUSEN feat. Ben Cocks.unknown.Fly Away For A Summer (Achtabahn Mix).wav	0.026811304	0.948056638	0.025132069	1	0	1	0	1	
cache/2015.Logan Mays.I Still Remember.Fade.wav	0.102749184	0.827872396	0.069378413	1	0	1	0	2	
cache/2014.Mitis.Oasis - EP.Prism.wav	0.037675921	0.927772105	0.034551959	1	0	1	0	1	
cache/2014.Damien Rice.My Favourite Faded Fantasy.It Takes A Lot To Know A Man.wav	0.064123124	0.89775908	0.038117804	1	0	1	0	1	
cache/2000.Five for Fighting.America Town.Superman (It's Not Easy).wav	0.173419714	0.73584944	0.090730838	1	0	1	0	1	
cache/2005.Coldplay.X&Y.Twisted Logic.wav	0.094332457	0.641677737	0.263989836	1	0	1	0	1	
cache/2016.Mako.Smoke Filled Room - Single.Smoke Filled Room (Acoustic).wav	0.072701834	0.839178324	0.088119842	1	0	1	0	1	
cache/2014.AJR.I`m Ready EP.I`m Ready.wav	0.057305492	0.866449356	0.076245144	1	0	1	0	1	
cache/2016.Miike Snow.iii.Back Of The Car.wav	0.047063582	0.930330813	0.022605594	1	0	1	0	1	
cache/2001.Death Cab for Cutie.The Photo Album.We Laugh Indoors.wav	0.049695618	0.884116948	0.066187404	1	0	1	0	1	
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).Peeta's Broadcast.wav	0.042570967	0.910238743	0.047190316	1	0	1	0	0	
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.An Angel's Share.wav	0.032168072	0.955018103	0.012813852	1	0	1	0	2	
cache/2014.Seven Saturdays.Seven Saturdays (Ambient).Aspers (Ambient).wav	0.15156652	0.817464709	0.030968778	1	0	1	0	0	
cache/2008.Kings Of Leon.Only By The Night.Be Somebody.wav	0.04779632	0.895329356	0.056874298	1	0	1	0	1	
cache/2015.Lowland Hum.Native Air.Eden (Part One).wav	0.049709238	0.874006569	0.076284222	1	0	1	0	2	
cache/2015.Nils Frahm.Screws Reworked.Do (Databoy78 Rework).wav	0.173843801	0.669664323	0.156491905	1	0	1	0	1	
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).Derezzed.wav	0.058071848	0.900039315	0.041888818	1	0	1	0	0	
cache/2002.Death Cab For Cutie.You Can Play These Songs With Chords.New Candles.wav	0.066121474	0.843722403	0.090156116	1	0	1	0	1	
cache/2013.OK Go.Twelve Months of OK Go.This Thing Has Started (2004 demo).wav	0.114618048	0.831511199	0.053870723	1	0	1	0	1	
cache/2010.Linkin Park.A Thousand Suns.The Requiem.wav	0.053134158	0.885850847	0.061015014	1	0	1	0	1	
cache/2016.LostBoyCrow.NOON  165.Talk Back to Me.wav	0.240424648	0.560689449	0.198885903	1	0	1	0	1	
cache/2004.Carbon Leaf.Indian Summer.When I'm Alone.wav	0.081547953	0.875057101	0.043394919	1	0	1	0	1	
cache/2014.The Life And Times.Lost Bees.We Are.wav	0.191159606	0.777316034	0.031524349	1	0	1	0	1	
cache/2013.The National.Trouble Will Find Me.Sea Of Love.wav	0.076090656	0.878756702	0.045152631	1	0	1	0	1	
cache/2015.Woodkid.Insurgent (Original Motion Picture Soundtrack).Never Let You Down (feat. Lykke Li).wav	0.220004991	0.705028951	0.074966051	1	0	1	0	0	
cache/2003.Muse.Absolution.Stockholm Syndrome.wav	0.108872607	0.77714479	0.113982618	1	0	1	0	1	
cache/2014.The Neighbourhood.#000000 & #Ffffff.Givin N Takin Feat. Danny Seth & DeJ Loaf.wav	0.083729737	0.843072832	0.07319741	1	0	1	0	1	
cache/2014.MONO.The Last Dawn.The Land Between Tides  Glory.wav	0.141172275	0.750494063	0.10833364	1	0	1	0	1	
cache/2014.So Cow.The Long Con.Barry Richardson.wav	0.191532999	0.749297976	0.059169013	1	0	1	0	1	
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.Superman - the Movie - Love Theme From Superman.wav	0.125445679	0.766866446	0.107687868	1	0	1	0	1	
cache/2013.OK Go.Twelve Months of OK Go.Nite Klub (The Specials cover).wav	0.045112927	0.910651565	0.04423549	1	0	1	0	1	
cache/2000.Linkin Park.Hybrid Theory.In the End.wav	0.055189341	0.887917995	0.056892633	1	0	1	0	1	
cache/2016.Styx.The Grand Illusion.Come Sail Away.wav	0.078391671	0.880314052	0.041294303	1	0	1	0	1	
cache/2003.Muse.Absolution.Thoughts of a Dying Atheist.wav	0.05040266	0.910209179	0.039388157	1	0	1	0	1	
cache/2015.Derrival.Departure & Arrival.Canvas.wav	0.11629203	0.800112069	0.083595879	1	0	1	0	1	
cache/2004.Carbon Leaf.Indian Summer.Let Your Troubles Roll By.wav	0.104660109	0.827715278	0.067624621	1	0	1	0	1	
cache/2001.Daft Punk.Discovery.Something About Us.wav	0.066322081	0.80338484	0.130293101	1	0	1	0	1	
cache/2001.Bond.Born.Kismet.wav	0.203531176	0.740400255	0.056068573	1	0	1	0	1	
cache/2014.So Cow.The Long Con.Operating at a Loss.wav	0.110973597	0.779701293	0.109325126	1	0	1	0	1	
cache/2001.Daft PunkRomanthony.Discovery.Too Long.wav	0.103215553	0.749426663	0.147357821	1	0	1	0	1	
cache/2007.Matchbox Twenty.Exile on Mainstream.3 AM.wav	0.279457331	0.579850256	0.140692398	1	0	1	0	1	
cache/2014.Blueneck.King Nine.Spiderlegs.wav	0.104884893	0.787530899	0.107584208	1	0	1	0	1	
cache/2015.M83 With HAIM.Insurgent (Original Motion Picture Soundtrack).Holes In the Sky.wav	0.212560713	0.699994266	0.087445021	1	0	1	0	0	
cache/2014.AJR.I`m Ready EP.Growing Old On Bleecker Street.wav	0.180242658	0.769192994	0.050564334	1	0	1	0	1	
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.Harry Potter and The Goblet of Fire - Harry In Winter.wav	0.099928655	0.793496311	0.106575042	1	0	1	0	1	
cache/1999.Death Cab For Cutie.Something About Airplanes.Pictures In An Exhibition.wav	0.138137877	0.739728272	0.122133821	1	0	1	0	1	
"cache/2014.Bastille.Vs. (Other People's Heartache,Pt. III).The Driver (Crossfaded Version).wav"	0.071730107	0.890062094	0.038207818	1	0	1	0	1	
cache/2015.They Might Be Giants.Glean.Erase.wav	0.116248041	0.761502802	0.122249149	1	0	1	0	1	
cache/2016.PLGRMS.NOON  193.Fools And Their Gold.wav	0.055202186	0.920242488	0.02455532	1	0	1	0	1	
cache/2015.Lane 8.Ghost Remixes.Ghost ft. Patrick Baker (Lane 8 Rework).wav	0.145486772	0.764902174	0.089611076	1	0	1	0	1	
cache/2016.Andrew McMahon in the Wilderness.Andrew McMahon in the Wilderness.Black and White Movies.wav	0.066462845	0.887491524	0.046045616	1	0	1	0	1	
cache/2015.Danny Elfman.Avengers: Age of Ultron.It Begins.wav	0.101488717	0.819951475	0.078559801	1	0	1	0	0	
cache/2015.Hinkstep.My Forest Queen.Dream Again.wav	0.080188699	0.881902516	0.037908807	1	0	1	0	0	
cache/2014.The Fray.Helios.Keep On Wanting.wav	0.077750497	0.857541978	0.064707518	1	0	1	0	1	
cache/2015.MOGWAI.Central Belters.D to E.wav	0.091036029	0.851529539	0.057434462	1	0	1	0	1	
cache/2016.Lane 8.Rise (Remixed).Ghost feat. Patrick Baker (Audion Remix).wav	0.054264631	0.910715342	0.035020016	1	0	1	0	1	
cache/2015.Angus & Julia Stone.Angus & Julia Stone: The Remixes.Grizzly Bear (Lakechild Remix).wav	0.111426212	0.838476777	0.050097022	1	0	1	0	1	
cache/2015.IAMX.Metanoia.The Background Noise.wav	0.063630432	0.89464432	0.041725241	1	0	1	0	1	
cache/2016.Westerman.NOON  181.MistantropÃ©.wav	0.033540808	0.896743834	0.069715366	1	0	1	0	2	
"cache/2014.Wolfgang Amadeus Mozart.MUSC233 Exam 2.Don Giovanni: Act I, Scene 1.wav"	0.039662976	0.933095694	0.027241318	1	0	1	0	0	
cache/2014.The Life And Times.Lost Bees.Again.wav	0.036745355	0.899996042	0.063258581	1	0	1	0	1	
"cache/2005.Panic! at the Disco.A Fever You Can't Sweat Out.Build God, Then We'll Talk.wav"	0.068314821	0.777559578	0.154125616	1	0	1	0	1	
cache/2014.Carbon Leaf.Indian Summer Revisited.Let Your Troubles Roll By.wav	0.028336395	0.937344849	0.034318771	1	0	1	0	1	
cache/2001.Daft Punk.Discovery.Aerodynamic.wav	0.084448032	0.862311363	0.053240594	1	0	1	0	1	
cache/2010.BinÃ_rpilot.Nordland.Underground.wav	0.035102326	0.911260545	0.05363711	1	0	1	0	1	
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).Jamming The Capitol.wav	0.114071436	0.851967156	0.0339614	1	0	1	0	0	
cache/2015.Interpol.Spotify Sessions.Choosing The Titles.wav	0.078619339	0.844064295	0.077316351	1	0	1	0	1	
cache/2015.God Is An Astronaut.Helios 									1
cache/2015.They Might Be Giants.Glean.I Can Help the Next in Line.wav	0.056487884	0.888429642	0.055082459	1	0	1	0	1	
"cache/2014.Arnold Schoenberg.MUSC233 Exam 3.Pierrot lunaire, Op. 21: No. 8: Nacht.wav"	0.095611304	0.863428593	0.040960103	1	0	1	0	0	
cache/2016.John Mayer.Any Given Thursday (2).Why Georgia.wav	0.027326733	0.92767036	0.045002915	1	0	1	0	1	
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).Armory.wav	0.088102102	0.8328951	0.079002805	1	0	1	0	0	
cache/2006.Blue October.Foiled.What If We Could.wav	0.149366096	0.679290116	0.171343759	1	0	1	0	1	
cache/2009.Breaking Benjamin.Dear Agony.Dear Agony.wav	0.049254004	0.90492636	0.045819622	1	0	1	0	1	
cache/2008.Rihanna.Good Girl Gone Bad: Reloaded.Shut Up and Drive.wav	0.022939509	0.955467045	0.021593422	1	0	1	0	1	
cache/2015.Gordon's Tsunami Week.The Farewell Paradox.no.wav	0.066534556	0.825240135	0.108225316	1	0	1	0	1	
"cache/2015.Rebel Wilson, Adam Devine.Pitch Perfect 2.We Belong.wav"	0.10315422	0.759857178	0.13698861	1	0	1	0	0	
cache/2014.Bastille.Oblivion.Oblivion.wav	0.0684698	0.889870465	0.041659724	1	0	1	0	1	
cache/2009.The Lights.The Listening.Drive My Soul.wav	0.235650599	0.61097312	0.153376281	1	0	1	0	1	
cache/2004.Explosions in the Sky.The Earth Is Not A Cold Dead Place.Memorial (Edit).wav	0.136753529	0.785473704	0.077772744	1	0	1	0	1	
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).Outlands.wav	0.090524189	0.850743532	0.05873229	1	0	1	0	0	
cache/2016.Woodkid.Desierto (Original Motion Picture Score).Shoot Them Down.wav	0.100586221	0.782614708	0.116799064	1	0	1	0	0	
cache/2014.Totorro.Home Alone.Oaso San-Voyou Remix (Japan Exclusivity).wav	0.139830098	0.777751029	0.082418874	1	0	1	0	1	
cache/2014.Beware of Safety.Lotusville.Bullet.wav	0.085575275	0.840847731	0.073577002	1	0	1	0	1	
cache/2015.Three Days Grace.Human.I Am Machine.wav	0.134734139	0.788268924	0.076996937	1	0	1	0	1	
cache/2015.Imagine Dragons.Smoke + Mirrors (Deluxe Edition).I'm So Sorry.wav	0.091063738	0.846325457	0.062610798	1	0	1	0	1	
cache/2014.Cold War Kids.Hold My Home.Hot Coals.wav	0.0486142	0.858963609	0.09242218	1	0	1	0	1	
cache/2001.Daft Punk.Discovery.Voyager.wav	0.051491659	0.906593382	0.041914932	1	0	1	0	1	
cache/2013.Zedd.iTunes Session [EP].Spectrum.wav	0.066298947	0.803957582	0.129743457	1	0	1	0	1	
cache/2016.Coldplay.Speed of Sound.Speed Of Sound.wav	0.062796339	0.90989399	0.027309675	1	0	1	0	1	
cache/2016.OMEA All-State Choir 2012-2013.2013 OMEA.The Ground.wav	0.055097457	0.847528875	0.097373657	1	0	1	0	0	
cache/2015.The Lighthouse and the Whaler.Brothers Sampler.Little Vessels.wav	0.110602774	0.766568959	0.122828275	1	0	1	0	1	
cache/2015.Angus & Julia Stone.Angus & Julia Stone: The Remixes.A Heartbreak (RAC Remix).wav	0.21231544	0.688607275	0.099077269	1	0	1	0	1	
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).Flynn Lives.wav	0.251369745	0.692000628	0.056629602	1	0	1	0	0	
cache/2016.KOLIDESCOPES.NOON  193.Memory Lane.wav	0.142341316	0.75863266	0.099026047	1	0	1	0	1	
cache/2010.Tyler Stenson.Bittersweet Parade.I Get No Sleep.wav	0.055264067	0.890932381	0.053803522	1	0	1	0	2	
"cache/2014.Ludwig van Beethoven.MUSC233 Exam 3.Symphony No. 3 in E-flat Major, Op. 55 (Eroica): First movement, Allegro con brio.wav"	0.157486096	0.804702699	0.037811216	1	0	1	0	0	
"cache/2012.Tyler Stenson.Some Days I'm a Lion.Easy, No.wav"	0.203852564	0.703928649	0.092218764	1	0	1	0	1	
cache/2012.Tyler Stenson.Some Days I'm a Lion.True Royal Blue.wav	0.086308852	0.817704976	0.095986187	1	0	1	0	1	
cache/2015.Logan Mays.I Still Remember.If....wav	0.034574863	0.913999379	0.051425729	1	0	1	0	2	
cache/2015.Simian Ghost.Angus & Julia Stone: The Remixes.Heart Beats Slow.wav	0.057761591	0.88825655	0.053981841	1	0	1	0	1	
cache/2016.XYLÃ˜.America.Between the Devil and the Deep Blue Sea.wav	0.074678585	0.878624856	0.046696536	1	0	1	0	1	
cache/1997.Modest Mouse.The Lonesome Crowded West.Trailer Trash.wav	0.031162875	0.903259456	0.065577641	1	0	1	0	1	
cache/2015.Mumford & Sons.Wilder Mind (Deluxe Version).Believe - Live.wav	0.067477874	0.868914902	0.063607194	1	0	1	0	1	
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.Dream Child (A Christmas Dream).wav	0.10627652	0.836707413	0.057016086	1	0	1	0	2	
cache/2015.Howie Day.Lanterns.Lanterns.wav	0.131763265	0.832654953	0.03558179	1	0	1	0	2	
cache/2001.Bond.Born.Dalalai.wav	0.108916797	0.841116607	0.049966592	1	0	1	0	1	
cache/2014.IRREVERSIBLE.Surface.(Husk) Corpse Pose.wav	0.222707659	0.730159998	0.047132354	1	0	1	0	1	
cache/2000.Coldplay.Parachutes.High Speed.wav	0.086626425	0.838831007	0.074542575	1	0	1	0	1	
cache/2013.The National.Trouble Will Find Me.Fireproof.wav	0.36299631	0.513543427	0.123460241	1	0	1	0	1	
cache/2012.DJ MikeA.Best of Bootie 2012 (Unmixed).Die Young In The Cave (Bootie Edit) (Mumford & Sons vs. Ke$ha).wav	0.123871237	0.802073181	0.074055605	1	0	1	0	1	
"cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).Ship To Wreck.wav"	0.030535258	0.921366572	0.04809818	1	0	1	0	1	
cache/2016.Blood Cultures.NOON  152.Indian Summer.wav	0.035808064	0.918699384	0.045492578	1	0	1	0	1	
cache/2014.On-The-Go.Young Hearts [WEB Edition].Wait.wav	0.096708685	0.854000807	0.049290512	1	0	1	0	1	
cache/2009.Breaking Benjamin.Dear Agony.Crawl.wav	0.083010852	0.87383312	0.043156017	1	0	1	0	1	
cache/2009.Sarah Kirkland Snider.Penelope.Calypso.wav	0.058144178	0.89852196	0.043333866	1	0	1	0	0	
cache/2015.Amber Run.5AM (Deluxe) WEB.Good Morning.wav	0.099734984	0.827600837	0.072664171	1	0	1	0	1	
cache/2005.The Fray.How to Save a Life.Look After You.wav	0.051827908	0.826367915	0.121804163	1	0	1	0	1	
cache/2006.Snow Patrol.Eyes Open.Shut Your Eyes.wav	0.034450855	0.914969325	0.050579797	1	0	1	0	1	
cache/2004.Toby Keith.Toby Keith.Should've Been a Cowboy [Live].wav	0.057143819	0.880987108	0.061869048	1	0	1	0	2	
cache/2014.The Phoenix Foundation.Echoes.Echoes.wav	0.127344117	0.748629272	0.124026604	1	0	1	0	1	
cache/2014.We Were Promised Jetpacks.Unravelling.Ricochet.wav	0.091903746	0.841938674	0.066157587	1	0	1	0	1	
cache/2007.BinÃ_rpilot.Robot Wars.Smile (Make Your Body Move).wav	0.117382474	0.84836632	0.034251217	1	0	1	0	1	
cache/2006.John Mayer.Continuum.Waiting on the World to Change.wav	0.250947595	0.704641879	0.044410512	1	0	1	0	1	
cache/2016.Miike Snow.iii.The Heart Of Me.wav	0.043108806	0.90341109	0.053480078	1	0	1	0	1	
cache/2010.Linkin Park.A Thousand Suns.Iridescent.wav	0.157853618	0.781401753	0.060744643	1	0	1	0	1	
cache/2015.Marina and The Diamonds.FROOT.Savages.wav	0.093481943	0.834922671	0.071595363	1	0	1	0	1	
cache/2015.Interpol.Spotify Sessions.Favorite Live Setting.wav	0.175816044	0.656527162	0.167656809	1	0	1	0	1	
cache/2014.CHVRCHES.Under the Tide.The Mother We Share [Alucard Session].wav	0.043571718	0.900936007	0.055492248	1	0	1	0	1	
cache/2014.Sheppard.Bombs Away.Smile.wav	0.037795652	0.93271786	0.029486485	1	0	1	0	1	
cache/2016.The Dunwells.Light Up The Sky.She Whispers.wav	0.174926922	0.781536043	0.043537065	1	0	1	0	1	
