Little Lion Man,unknown,Mumford & Sons,Indie Folk,128,4
name,year,artist,genre,bit_rate,rating
Keep Pretending,2014,On-The-Go,Indie Pop,320,3
name,year,artist,genre,bit_rate,rating
Something From Nothing,2014,Foo Fighters,Rock,320,2
name,year,artist,genre,bit_rate,rating
P5hng Me A*wy,2003,Linkin Park,Rock,128,2
name,year,artist,genre,bit_rate,rating
Eleven Eleven (Ambient),2014,Seven Saturdays,Ambient,320,3
name,year,artist,genre,bit_rate,rating
Jaein Off On My Day Off,2009,Super Mash Bros.,Mashup,206,2
name,year,artist,genre,bit_rate,rating
Ghost Story,2014,Coldplay,Rock,247,4
name,year,artist,genre,bit_rate,rating
Blow,unknown,Ke$ha,Remix,128,4
name,year,artist,genre,bit_rate,rating
Jealousy Feat. Casey Veggies & 100s,2014,The Neighbourhood,Hip Hop/Rap,192,2
name,year,artist,genre,bit_rate,rating
Constellation 1,2015,Max Richter & ben russel,Modern Classical,256,3
name,year,artist,genre,bit_rate,rating
Learn Again,unknown,Tall Heights,Indie Folk,1411,3
name,year,artist,genre,bit_rate,rating
Hold Me Together (b-side),2015,Green River Ordinance,Singer/Songwriter,192,4
name,year,artist,genre,bit_rate,rating
Ghislain Fracapane (Japan Exclusivity),2014,Totorro,Post Rock,320,3
name,year,artist,genre,bit_rate,rating
It's Funny Because It's True,2005,Lisa Lampanelli,Comedy,128,2
name,year,artist,genre,bit_rate,rating
Anyone,2015,Howie Day,Singer/Songwriter,320,3
name,year,artist,genre,bit_rate,rating
Remurdered,2015,MOGWAI,Post Rock,320,5
name,year,artist,genre,bit_rate,rating
The Roar,2014,Kerretta,Instrumental,263,5
name,year,artist,genre,bit_rate,rating
Hung Up [Prod. by Mojimotor],2014,On-The-Go,Indie Pop,320,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Styrofoam Plates,2001,Death Cab for Cutie,Rock,249,3
name,year,artist,genre,bit_rate,rating
Hungover,2009,Ke$ha,Pop,256,2
name,year,artist,genre,bit_rate,rating
Dreamboat (Ambient),2014,Seven Saturdays,Ambient,320,3
name,year,artist,genre,bit_rate,rating
Moon over Bourbon Street,1994,The London Symphony Orchestra,Acoustic,128,2
name,year,artist,genre,bit_rate,rating
Midnight Christmas Eve,1998,Trans-Siberian Orchestra,Holiday,256,1
name,year,artist,genre,bit_rate,rating
I Can Do Better,2007,Avril Lavigne,Pop,128,4
name,year,artist,genre,bit_rate,rating
Sight,2016,Sleeping At Last,Alternative,234,5
name,year,artist,genre,bit_rate,rating
Aspers (Ambient),2014,Seven Saturdays,Ambient,320,3
name,year,artist,genre,bit_rate,rating
Crackheads,2011,Natasha Leggero,Comedy,256,2
name,year,artist,genre,bit_rate,rating
Breakfast In Bed,2009,Train,Rock,256,2
name,year,artist,genre,bit_rate,rating
Eastern Standard Time,unknown,Tall Heights,Indie Folk,1411,2
name,year,artist,genre,bit_rate,rating
When I Come to You,unknown,Jonny Lang,Country,256,1
name,year,artist,genre,bit_rate,rating
Bloodbuzz Ohio,2010,The National,Alternative,256,5
name,year,artist,genre,bit_rate,rating
Shadow and a Dancer,2014,The Fray,Rock,320,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Call My Name,2014,Haerts,Pop,320,4
name,year,artist,genre,bit_rate,rating
Phonebooks,2011,Natasha Leggero,Comedy,256,2
name,year,artist,genre,bit_rate,rating
Oceanic,2001,Bond,Rock,256,2
name,year,artist,genre,bit_rate,rating
Spaceship Odyssey 2000 (feat. Laci Kay, Sirena Legend, Auggie Del Rey, Mandy Rain & Joaquin Evans),2014,Malik Yusef,Hip Hop/Rap,256,2
name,year,artist,genre,bit_rate,rating
Lets Meet In Our Dreams Tonight,2015,The Best Pessimist,Ambient,320,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Call My Name,2014,Haerts,Pop,320,5
name,year,artist,genre,bit_rate,rating
La La Latch,2015,Pentatonix,Pop,320,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Red, Red Wine,unknown,UB40,Rock,192,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
The Tape,2014,Tarwater,Post Rock,320,3
name,year,artist,genre,bit_rate,rating
Aaa,2015,They Might Be Giants,Alternative,320,4
name,year,artist,genre,bit_rate,rating
The Office Song (2004 demo),2013,OK Go,Indie Rock,320,4
name,year,artist,genre,bit_rate,rating
Yellow,2003,Coldplay,Rock,192,4
name,year,artist,genre,bit_rate,rating
Camp,2015,Pen Pals,Singer/Songwriter,192,3
name,year,artist,genre,bit_rate,rating
Ditmas,2015,Mumford & Sons,Rock,320,3
name,year,artist,genre,bit_rate,rating
Cough Syrup,2011,Young the Giant,Alternative Punk,256,5
name,year,artist,genre,bit_rate,rating
Penguin (Rachael's Theme),2010,Binärpilot,Electronic,186,4
name,year,artist,genre,bit_rate,rating
Crawl,2009,Breaking Benjamin,Rock,288,2
name,year,artist,genre,bit_rate,rating
One In 3 (Ambient),2014,Seven Saturdays,Ambient,320,3
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
The Lord Is Out of Control,2015,MOGWAI,Post Rock,320,4
name,year,artist,genre,bit_rate,rating
Lucky Ones,2016,The Dunwells,Indie Rock,320,5
name,year,artist,genre,bit_rate,rating
Hollaback Girl,2004,Gwen Stefani,Pop,128,2
name,year,artist,genre,bit_rate,rating
Info Storm,unknown,Korusho,Electronic,128,4
name,year,artist,genre,bit_rate,rating
Hooked On A Feeling,2009,Neil Diamond,Pop,256,2
name,year,artist,genre,bit_rate,rating
For you,2000,Coldplay,Rock,192,4
name,year,artist,genre,bit_rate,rating
Kobe & Cable,2005,Lisa Lampanelli,Comedy,128,2
name,year,artist,genre,bit_rate,rating
Burnin' Up,2008,Jonas Brothers,Pop,128,1
name,year,artist,genre,bit_rate,rating
The Land Between Tides / Glory,2014,MONO,Post Rock,320,5
name,year,artist,genre,bit_rate,rating
Recognizer,2010,Daft Punk,Soundtrack,238,3
name,year,artist,genre,bit_rate,rating
Wake,2007,Linkin Park,Alternative,128,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Break The Walls,2013,Fitz & The Tantrums,Alternative,256,5
name,year,artist,genre,bit_rate,rating
Sea of Simulation (Amazon Exclusive),2010,Daft Punk,Soundtrack,251,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
The Place You Love,2014,Have Mercy,Rock,252,4
name,year,artist,genre,bit_rate,rating
Que Te Mate el Desierto,2016,Woodkid,Soundtrack,320,5
name,year,artist,genre,bit_rate,rating
Blind,2009,Ke$ha,Pop,256,2
name,year,artist,genre,bit_rate,rating
Rxssia,unknown,MK GRANDS,Indie Electronic,128,3
name,year,artist,genre,bit_rate,rating
Fortune Days,2010,The Glitch Mob,Electronic,256,4
name,year,artist,genre,bit_rate,rating
On "Anywhere",2015,Interpol,Post-Punk,320,1
name,year,artist,genre,bit_rate,rating
Upside Down & Inside Out,2014,OK Go,Alternative,128,4
name,year,artist,genre,bit_rate,rating
Izzo/In the End,2004,Jay-Z/Linkin Park,Rock,192,3
name,year,artist,genre,bit_rate,rating
Gretchen am Spinnrade, D. 118,2014,Franz Schubert,Classical,256,3
name,year,artist,genre,bit_rate,rating
A Place In This World,2006,Taylor Swift,Country,128,2
name,year,artist,genre,bit_rate,rating
No More Sorrow,2007,Linkin Park,Alternative,128,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Reverend Girl,1996,The Verve Pipe,Rock,128,4
name,year,artist,genre,bit_rate,rating
All Our Lives,unknown,Andrew McMahon in the Wilderness,Pop,192,3
name,year,artist,genre,bit_rate,rating
I Love You,2013,Woodkid,Alternative,256,5
name,year,artist,genre,bit_rate,rating
Come With Me Now,2014,Kongos,Alternative Punk,256,5
name,year,artist,genre,bit_rate,rating
Voyager,2001,Daft Punk,Electronic,192,2
name,year,artist,genre,bit_rate,rating
Cheavalier Bulltoe,2014,Totorro,Post Rock,320,4
name,year,artist,genre,bit_rate,rating
Drifting Away,2015,Hinkstep,Ambient,320,4
name,year,artist,genre,bit_rate,rating
Dearly Departed (feat. Esmé Patterson),2014,Shakey Graves,Alternative,256,4
name,year,artist,genre,bit_rate,rating
Sacrifice,2015,Brian Tyler,Soundtrack,128,3
name,year,artist,genre,bit_rate,rating
Solitaire,2015,Marina and The Diamonds,Pop,256,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
no,2015,Gordon's Tsunami Week,Post Rock,267,4
name,year,artist,genre,bit_rate,rating
I'm Sorry,2005,Flyleaf,Pop,256,2
name,year,artist,genre,bit_rate,rating
Please You,2014,Angus & Julia Stone,Pop,320,4
name,year,artist,genre,bit_rate,rating
Die Young,unknown,Ke$ha,Remix,192,4
name,year,artist,genre,bit_rate,rating
Drive Desperate,2014,Cold War Kids,Alternative,254,4
name,year,artist,genre,bit_rate,rating
Second Sleep,2014,Beware of Safety,Post Rock,244,2
name,year,artist,genre,bit_rate,rating
Unlovable,2004,Darren Hayes,Pop,256,5
name,year,artist,genre,bit_rate,rating
Paradise Is You,2014,La Roux,Pop,320,5
name,year,artist,genre,bit_rate,rating
Getting In Tune (New York Record Plant Session),2014,The Who,Rock,269,2
name,year,artist,genre,bit_rate,rating
I Love Everybody,2007,Lisa Lampanelli,Comedy,128,2
name,year,artist,genre,bit_rate,rating
Turn the Lights Out When You Leave,unknown,Elton John,Pop,256,2
name,year,artist,genre,bit_rate,rating
Erase,2015,They Might Be Giants,Alternative,320,1
name,year,artist,genre,bit_rate,rating
The Game Has Changed,2010,Daft Punk,Soundtrack,251,3
name,year,artist,genre,bit_rate,rating
Joy to the World,2015,Pentatonix,Holiday,256,4
name,year,artist,genre,bit_rate,rating
Born to Die,2013,Lana Del Rey,Alternative Pop,320,3
name,year,artist,genre,bit_rate,rating
Shut Up,2016,Anya Marina,Singer/Songwriter,320,2
name,year,artist,genre,bit_rate,rating
Love Is Not Enough,2014,Above & Beyond,Dance,256,5
name,year,artist,genre,bit_rate,rating
Victory [Mike Batt Mix],2001,Bond,Rock,256,2
name,year,artist,genre,bit_rate,rating
Live Like You Were Dying,unknown,Tim McGraw,Country,128,2
name,year,artist,genre,bit_rate,rating
Villains,1996,The Verve Pipe,Rock,128,3
name,year,artist,genre,bit_rate,rating
Wizard Motor,2015,MOGWAI,Post Rock,320,3
name,year,artist,genre,bit_rate,rating
Carol of the Bells,2007,The Bird and the Bee,Holiday,256,4
name,year,artist,genre,bit_rate,rating
Young Man Blues (Live),2014,The Who,Rock,269,2
name,year,artist,genre,bit_rate,rating
Run to You,2015,Pentatonix,Pop,320,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Sunlight (Jody Wisternoff Remix),2016,Lane 8,House,262,4
name,year,artist,genre,bit_rate,rating
Hindsight,2002,Death Cab For Cutie,Rock,269,3
name,year,artist,genre,bit_rate,rating
I Of The Storm,2015,Of Monsters And Men,Indie Rock,320,4
name,year,artist,genre,bit_rate,rating
Mother Opiate,2014,This Will Destroy You,Post Rock,219,5
name,year,artist,genre,bit_rate,rating
Your Hand In Mine,2004,Explosions in the Sky,Post Rock,256,5
name,year,artist,genre,bit_rate,rating
Fools,2015,Wild Child,Alternative,192,3
name,year,artist,genre,bit_rate,rating
Out of Mind,2014,Magic Man,Alternative,256,4
name,year,artist,genre,bit_rate,rating
High Speed,2000,Coldplay,Rock,192,5
name,year,artist,genre,bit_rate,rating
The Loneliness Waltz,2015,The Ballroom Thieves,Rock,256,3
name,year,artist,genre,bit_rate,rating
Deaf Protest (Live),2009,Lisa Lampanelli,Comedy,256,2
name,year,artist,genre,bit_rate,rating
Welcome To Our Session,2015,Interpol,Post-Punk,320,1
name,year,artist,genre,bit_rate,rating
Leave out All the Rest,2007,Linkin Park,Alternative,128,4
name,year,artist,genre,bit_rate,rating
If...,2015,Logan Mays,Singer/Songwriter,256,4
name,year,artist,genre,bit_rate,rating
Starring Role,2011,Marina & The Diamonds,Indie Pop,320,3
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Talk Back to Me,unknown,LostBoyCrow,Indie Electronic,128,3
name,year,artist,genre,bit_rate,rating
District 12 Ruins,2014,James Newton Howard,Score,244,4
name,year,artist,genre,bit_rate,rating
Sorrow,2005,Flyleaf,Rock,256,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
BITE,2015,Troye Sivan,Pop,256,4
name,year,artist,genre,bit_rate,rating
Invitation,2014,This Will Destroy You,Post Rock,265,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
No Medicine For Regret (Pye Corner Audio Mix),2014,Mogwai,Post Rock,128,5
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
The Last One,2015,Brian Tyler,Soundtrack,128,3
name,year,artist,genre,bit_rate,rating
5AM,2015,Amber Run,Rock,320,4
name,year,artist,genre,bit_rate,rating
Quiet Lies,2016,Matthew Mayfield,Singer/Songwriter,192,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Red, Red Wine,1995,UB40,Rock,251,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Violet Hill,2008,Coldplay,Alternative,256,4
name,year,artist,genre,bit_rate,rating
One, Two, Three, GO!,2007,Belanova,Latin,128,2
name,year,artist,genre,bit_rate,rating
Pon De Replay,2005,Rihanna,Pop,128,1
name,year,artist,genre,bit_rate,rating
Ballad of Saudade,2013,Lowland Hum,Singer/Songwriter,221,3
name,year,artist,genre,bit_rate,rating
Do Without (Bonus Track),2014,Angus & Julia Stone,Pop,320,4
name,year,artist,genre,bit_rate,rating
Cassie (Acoustic Version),2005,Flyleaf,Pop,256,4
name,year,artist,genre,bit_rate,rating
The New Year,2003,Death Cab For Cutie,Indie,266,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Burning In The Skies,2010,Linkin Park,Alternative,160,5
name,year,artist,genre,bit_rate,rating
U Think I'm Sexy,2015,Will Young,Pop,320,1
name,year,artist,genre,bit_rate,rating
On Your Knees,2016,Matthew Mayfield,Singer/Songwriter,192,4
name,year,artist,genre,bit_rate,rating
I'm Bo Yo (Live),2009,Bo Burnham,Comedy,256,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Unbelievable,2015,Owl City,Pop,320,3
name,year,artist,genre,bit_rate,rating
Harbor,unknown,Tropics,Alternative,128,4
name,year,artist,genre,bit_rate,rating
Sweater Weather,unknown,The Neighbourhood,Rap,320,3
name,year,artist,genre,bit_rate,rating
It Comes Back To You,2015,Imagine Dragons,Rock,320,2
name,year,artist,genre,bit_rate,rating
Overture,2010,Daft Punk,Soundtrack,223,5
name,year,artist,genre,bit_rate,rating
Ladder Song,2014,Lorde,Soundtrack,320,4
name,year,artist,genre,bit_rate,rating
Runaway,2000,Linkin Park,Rock,192,2
name,year,artist,genre,bit_rate,rating
Monster (Alternate Radio Version),2009,Skillet,Rock,256,2
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Colors in Space,2016,Explosions In the Sky,Post Rock,256,3
name,year,artist,genre,bit_rate,rating
Kismet,2001,Bond,Rock,256,2
name,year,artist,genre,bit_rate,rating
High Dive,unknown,Andrew McMahon in the Wilderness,Pop,192,3
name,year,artist,genre,bit_rate,rating
You're Gonna Go Far, Kid,2008,The Offspring,Alternative,256,4
name,year,artist,genre,bit_rate,rating
The Lift,2015,Explosions in the Sky & David Wingo,Soundtrack,256,1
name,year,artist,genre,bit_rate,rating
Happy Little Pill (Casper Zazz Remix),unknown,Casper Zazz,Remix,192,5
name,year,artist,genre,bit_rate,rating
Wide Open,2010,Sugarland,Country,256,2
name,year,artist,genre,bit_rate,rating
Die Young,2012,Ke$ha,Pop,256,3
name,year,artist,genre,bit_rate,rating
Monument,2014,Beta Radio,Indie Rock,256,5
name,year,artist,genre,bit_rate,rating
Sleep Away,2004,Bob Acri,Jazz,192,1
name,year,artist,genre,bit_rate,rating
Angel,2008,Natasha Bedingfield,Pop,128,2
name,year,artist,genre,bit_rate,rating
Stay With Me,2015,Angus & Julia Stone,Indie,320,4
name,year,artist,genre,bit_rate,rating
Bring Me to Life,2003,Evanescence,Rock,192,4
name,year,artist,genre,bit_rate,rating
Myself,1996,The Verve Pipe,Rock,128,4
name,year,artist,genre,bit_rate,rating
Over And Over,2016,Miike Snow,Electronic,320,3
name,year,artist,genre,bit_rate,rating
Not Mine,2016,Anya Marina,Singer/Songwriter,320,3
name,year,artist,genre,bit_rate,rating
Sparks,2000,Coldplay,Rock,192,5
name,year,artist,genre,bit_rate,rating
Kalimba,2008,Mr. Scruff,Electronic,192,4
name,year,artist,genre,bit_rate,rating
Kingfisher,2014,PHOX,Alternative,256,4
name,year,artist,genre,bit_rate,rating
Fat Man,2016,Mogwai,Post Rock,320,4
name,year,artist,genre,bit_rate,rating
On Top Of You,2007,Enrique Iglesias,Latin,256,2
name,year,artist,genre,bit_rate,rating
First,2014,Cold War Kids,Alternative,273,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Back Of The Car,2016,Miike Snow,Electronic,320,4
name,year,artist,genre,bit_rate,rating
Smoke Signals,2016,Hotel Garuda,Electronic,128,3
name,year,artist,genre,bit_rate,rating
A Sky Full of Stars,2014,Coldplay,Alternative,256,5
name,year,artist,genre,bit_rate,rating
Move Along,2005,The All-American Rejects,Alternative,128,4
name,year,artist,genre,bit_rate,rating
This Too Shall Pass,2012,Tyler Stenson,Pop,256,5
name,year,artist,genre,bit_rate,rating
Rehab,2008,Rihanna,Pop,256,2
name,year,artist,genre,bit_rate,rating
If Today Was Your Last Day,2008,Nickelback,Rock,256,4
name,year,artist,genre,bit_rate,rating
name,year,artist,genre,bit_rate,rating
Drive You Mild,1996,The Verve Pipe,Rock,128,3
name,year,artist,genre,bit_rate,rating
Shouldn't Have Done That,2016,Two Another,R&B/Soul,128,4
name,year,artist,genre,bit_rate,rating
The Song Is Over,2014,The Who,Rock,254,2
name,year,artist,genre,bit_rate,rating
Marry the Night,2011,Lady GaGa,Pop,256,2
name,year,artist,genre,bit_rate,rating
Lawful Entry (Live),2009,Lisa Lampanelli,Comedy,256,2
name,year,artist,genre,bit_rate,rating
My Songs Know What You Did In the Dark (Light Em Up),2013,Fall Out Boy,Alternative,256,5
name,year,artist,genre,bit_rate,rating
No Work, All Play,2007,Hilary Duff,Pop,128,4
